Feature name	Note	Registry ID	GRACEv2 Plate	GRACEv2 Position	No_DOX_score	DOX_score	Essential_verdict
C1_07510W_A		GELC0842	Plate 07	D08	0.125	1.125	GD
CR_01570W_A		GELC0843	Plate 07	D09	0.166666667	0	NE
C3_06910C_A		GELC0844	Plate 07	D10	0	0	NE
C7_02810W_A		GELC0846	Plate 07	D11	0	0	NE
C7_02530C_A		GELC0847	Plate 07	D12	0	0	NE
C6_04080W_A		GELC0848	Plate 07	E01	0	0	NE
C3_00260C_A		GELC0849	Plate 07	E02	0	0	NE
C1_10770W_A		GELC0850	Plate 07	E03	0	0	NE
C3_03470W_A		GELC0852	Plate 07	E04	0	0	NE
C5_01560C_A		GELC0854	Plate 07	E05	0	0	NE
C1_02150W_A		GELC0857	Plate 07	E06	0.25	0.25	GD
C3_00200C_A		GELC0859	Plate 07	E07			
C1_14160W_A		GELC0860	Plate 07	E08	0	0	NE
CR_04590C_A		GELC0861	Plate 07	E09	0	0	NE
C2_02020W_A		GELC0863	Plate 07	E10	0	0	NE
C3_07400W_A		GELC0864	Plate 07	E11	0	0	NE
CR_02400W_A		GELC0867	Plate 07	E12	0	0	NE
C4_01730C_A		GELC0868	Plate 07	F01	0	0	NE
C3_06560W_A		GELC0869	Plate 07	F02	0	0	NE
C3_07040C_A		GELC0870	Plate 07	F03	0	0	NE
C5_01700W_A		GELC0871	Plate 07	F04	0	2.5	GD
CR_03490W_A		GELC0872	Plate 07	F05	0	0.5	GD
C4_04440W_A		GELC0873	Plate 07	F06	0	0	NE
C1_03390W_A		GELC0874	Plate 07	F07	0	0	NE
C1_10140C_A		GELC0876	Plate 07	F08	0	0	NE
C5_00220W_A		GELC0877	Plate 07	F09	0	0	NE
C6_03940C_A		GELC0878	Plate 07	F10	0	0	NE
C7_00400W_A		GELC0879	Plate 07	F11	0	0	NE
C1_01750W_A		GELC0881	Plate 07	F12	0	0	NE
C5_01050C_A		GELC0882	Plate 07	G01	0	2.625	GD
C2_09970C_A		GELC0883	Plate 07	G02	0	0	NE
C1_09260C_A		GELC0884	Plate 07	G03	0	0	NE
C3_05420W_A		GELC0885	Plate 07	G04	0	0	NE
C1_03010W_A		GELC0886	Plate 07	G05	0	0.5	GD
C3_03410C_A		GELC0889	Plate 07	G06	0	0	NE
C2_02090W_A		GELC0891	Plate 07	G07	0	0	NE
C4_05580C_A		GELC0892	Plate 07	G08	0	0	NE
C4_03140C_A		GELC0895	Plate 07	G09	0	0	NE
C2_01860C_A		GELC0897	Plate 07	G10	0	0	NE
C2_10010C_A		GELC0898	Plate 07	G11	0	0	NE
C1_09280W_A		GELC0899	Plate 07	G12	0	0	NE
C5_00400C_A		GELC0900	Plate 07	H01	0	0	NE
C2_09080C_A		GELC0901	Plate 07	H02	0	0	NE
CR_08880C_A		GELC0902	Plate 07	H03	0	0	NE
C6_02550W_A		GELC0903	Plate 07	H04	0	0	NE
C3_07220C_A		GELC0905	Plate 07	H05	0	1.5	GD
C7_03590C_A		GELC0906	Plate 07	H06	0	0	NE
C1_12100C_A		GELC0907	Plate 07	H07	0	0	NE
CR_02150W_A		GELC0908	Plate 07	H08	0	0	NE
CR_00330C_A		GELC0909	Plate 07	H09	0	0	NE
C3_03520C_A		GELC0910	Plate 07	H10	0	0	NE
C6_03140C_A		GELC0911	Plate 07	H11	0	0	NE
C5_01270W_A		GELC0912	Plate 07	H12	0	0	NE
	CaLC3365 Wild type HIS+		Plate 08	A01			
	CaLC6106 Wild type HIS-		Plate 08	A02			
	tetO-BRC1 Nonessential control		Plate 08	A03			
	tetO-HSP90 Essential control		Plate 08	A04			
C1_11770C_A		GELC0913	Plate 08	A05	0	0	NE
C1_01350C_A		GELC0914	Plate 08	A06	0	4	E
C6_01630W_A		GELC0915	Plate 08	A07	0	0	NE
	Empty		Plate 08	A08			
	Empty		Plate 08	A09			
C4_06270C_A		GELC0916	Plate 08	A10	0	2.833333333	GD
C7_03620C_A		GELC0923	Plate 08	A11	0	0	NE
C1_14420W_A		GELC0924	Plate 08	A12	0	0	NE
C2_08850C_A		GELC0927	Plate 08	B01	0	0	NE
C3_07850W_A		GELC0930	Plate 08	B02	0	0	NE
C2_10570W_A		GELC0931	Plate 08	B03	0	0	NE
C5_05400W_A		GELC0932	Plate 08	B04	0	0.166666667	GD
C4_00080C_A		GELC0933	Plate 08	B05	0	0	NE
C5_00030W_A		GELC0934	Plate 08	B06	0	0	NE
C5_00140C_A		GELC0936	Plate 08	B07	0	0	NE
C1_14520W_A		GELC0937	Plate 08	B08	0	0	NE
C4_00280W_A		GELC0939	Plate 08	B09	0	0	NE
C3_07890W_A		GELC0941	Plate 08	B10	0	0	NE
C5_05460C_A		GELC0942	Plate 08	B11	0	0	NE
CR_10750C_A		GELC0945	Plate 08	B12	0	0	NE
CR_09330C_A		GELC0946	Plate 08	C01	0	0	NE
C5_00160W_A		GELC0948	Plate 08	C02	0	0	NE
CR_10380C_A		GELC0949	Plate 08	C03	0	0	NE
C7_00140C_A		GELC0953	Plate 08	C04	0	0	NE
C7_00340C_A		GELC0954	Plate 08	C05	0	0	NE
CR_00060C_A		GELC0955	Plate 08	C06	0	0	NE
CR_09190C_A		GELC0956	Plate 08	C07	0	0	NE
CR_09010C_A		GELC0957	Plate 08	C08	0	0	NE
C2_00880W_A		GELC0958	Plate 08	C09	0	0	NE
C2_00230W_A		GELC0959	Plate 08	C10	0	0	NE
C5_03640W_A		GELC0961	Plate 08	C11	0	0	NE
C7_04220W_A		GELC0962	Plate 08	C12	0	0	NE
CR_10840C_A		GELC0963	Plate 08	D01	0	0	NE
C4_06960W_A		GELC0964	Plate 08	D02	0	0	NE
C4_00050W_A		GELC0965	Plate 08	D03	0	0	NE
CR_04530W_A		GELC0966	Plate 08	D04	0	0	NE
C4_06750C_A		GELC0967	Plate 08	D05	0	0	NE
C1_14380C_A		GELC0969	Plate 08	D06	0	0	NE
C3_00210C_A		GELC0983	Plate 08	D07	0	0	NE
CR_10760C_A		GELC0984	Plate 08	D08	0	0	NE
C7_04240C_A		GELC0985	Plate 08	D09	0	0	NE
C2_00050C_A		GELC0987	Plate 08	D10	0	0	NE
C1_09330W_A		GELC0988	Plate 08	D11	0	0	NE
C1_01080W_A		GELC0990	Plate 08	D12	0	0	NE
C6_01670W_A		GELC0991	Plate 08	E01	0	0	NE
C4_00180W_A		GELC0993	Plate 08	E02	0	0	NE
CR_02030C_A		GELC0994	Plate 08	E03	0	0	NE
C1_06980C_A		GELC0995	Plate 08	E04	0	0	NE
C6_04440C_A		GELC0996	Plate 08	E05	0	0	NE
C2_10620W_A		GELC0998	Plate 08	E06	0	0	NE
C2_09690C_A		GELC1001	Plate 08	E07	0	0	NE
C1_14370W_A		GELC1002	Plate 08	E08	0	0	NE
C1_14180W_A		GELC1003	Plate 08	E09	0	0	NE
CR_08710W_A		GELC1005	Plate 08	E10	0	0	NE
C6_02610C_A		GELC1006	Plate 08	E11	0	0	NE
C2_00320W_A		GELC1012	Plate 08	E12	0	0	NE
C3_06570C_A		GELC1016	Plate 08	F01	0	0	NE
C3_04890W_A		GELC1017	Plate 08	F02	0	0	NE
C3_05210C_A		GELC1018	Plate 08	F03	0	0	NE
C6_00980C_A		GELC1019	Plate 08	F04	0	0	NE
C1_10560C_A		GELC1020	Plate 08	F05	0	0	NE
C6_00990W_A		GELC1022	Plate 08	F06	0	0	NE
CR_05310W_A		GELC1023	Plate 08	F07	0	0	NE
C1_03790C_A		GELC1024	Plate 08	F08	0	0	NE
C1_03750W_A		GELC1025	Plate 08	F09	0	0	NE
C1_04200C_A		GELC1029	Plate 08	F10	0	0	NE
C1_04220C_A		GELC1030	Plate 08	F11	0	0	NE
C1_04250C_A		GELC1031	Plate 08	F12	0	0	NE
C6_04230W_A		GELC1032	Plate 08	G01	0	0	NE
C6_04260C_A		GELC1033	Plate 08	G02	0	0	NE
C6_04370W_A		GELC1036	Plate 08	G03	0	0.333333333	GD
CR_07140C_A		GELC1037	Plate 08	G04	0	0	NE
C5_03870C_A		GELC1038	Plate 08	G05	0	0	NE
C5_03860W_A		GELC1039	Plate 08	G06	0	0	NE
C5_03810C_A		GELC1040	Plate 08	G07	0	0	NE
C5_03740W_A		GELC1043	Plate 08	G08	0	0	NE
C1_11620W_A		GELC1054	Plate 08	G09	0	0	NE
C1_11580W_A		GELC1055	Plate 08	G10	0	0	NE
C1_11560C_A		GELC1056	Plate 08	G11	0	0	NE
C1_11510C_A		GELC1057	Plate 08	G12	0	0	NE
C6_00300C_A		GELC1061	Plate 08	H01	0	0	NE
C6_00380C_A		GELC1063	Plate 08	H02	0	0	NE
C6_00390W_A		GELC1064	Plate 08	H03	0	0	NE
C6_01160W_A		GELC1067	Plate 08	H04	0	0	NE
C1_07710C_A		GELC1068	Plate 08	H05	0	2	GD
C4_05560C_A		GELC1069	Plate 08	H06	0	0	NE
C4_05750C_A		GELC1073	Plate 08	H07	0	0	NE
C4_05770C_A		GELC1074	Plate 08	H08	0	0	NE
C4_05890W_A		GELC1076	Plate 08	H09	0	0	NE
C5_04040C_A		GELC1077	Plate 08	H10	0	0	NE
C4_03780C_A		GELC1078	Plate 08	H11	0	0	NE
C4_03710C_A		GELC1081	Plate 08	H12	0	0	NE
	CaLC3365 Wild type HIS+		Plate 09	A01			
	CaLC6106 Wild type HIS-		Plate 09	A02			
	tetO-BRC1 Nonessential control		Plate 09	A03			
	tetO-HSP90 Essential control		Plate 09	A04			
C1_13360C_A		GELC0050	Plate 09	A05	0	0	NE
C1_14000C_A		GELC0052	Plate 09	A06	0	0	NE
C2_08180C_A		GELC0070	Plate 09	A07	0	0.25	GD
C3_05150W_A		GELC0083	Plate 09	A08	0	2	GD
	Empty		Plate 09	A09			
	Empty		Plate 09	A10			
C5_01540W_A		GELC0107	Plate 09	A11	0	4	E
C5_05490C_A		GELC0110	Plate 09	A12	0	4	E
CR_10370W_A		GELC0194	Plate 09	B01	0	0	NE
CR_03290C_A		GELC0269	Plate 09	B02	0	0	NE
C2_01110C_A		GELC0270	Plate 09	B03	0	0	NE
C3_02260C_A		GELC0271	Plate 09	B04	0	0	NE
C3_00550C_A		GELC0286	Plate 09	B05	0	0	NE
C2_08270C_A		GELC0295	Plate 09	B06	0	0	NE
C5_05100C_A		GELC0299	Plate 09	B07	0	0	NE
C7_03940C_A		GELC0302	Plate 09	B08	0	0	NE
C2_07130C_A		GELC0306	Plate 09	B09	0	0	NE
C2_07530C_A		GELC0321	Plate 09	B10	0	0	NE
C4_06260W_A		GELC0324	Plate 09	B11	0	0	NE
C6_00160W_A		GELC0325	Plate 09	B12	0	0	NE
CR_04440C_A		GELC0326	Plate 09	C01	0	0	NE
CR_08510W_A		GELC0327	Plate 09	C02	0	0	NE
C1_13290W_A		GELC0330	Plate 09	C03	0	0	NE
C2_08430C_A		GELC0336	Plate 09	C04	0	0	NE
C2_08980C_A		GELC0338	Plate 09	C05	0	0	NE
C7_02300W_A		GELC0557	Plate 09	C06	0	0	NE
C1_05070C_A		GELC0559	Plate 09	C07	0	0	NE
C4_04050C_A		GELC0560	Plate 09	C08	0	0	NE
C4_03520C_A		GELC0562	Plate 09	C09	0	0	NE
CR_04900C_A		GELC0563	Plate 09	C10	0	0	NE
C2_03720W_A		GELC0564	Plate 09	C11	0	0	NE
CR_02750C_A		GELC0566	Plate 09	C12	0	0	NE
C2_00080C_A		GELC0567	Plate 09	D01	0	0	NE
C5_00410W_A		GELC0568	Plate 09	D02	0	0	NE
CR_02290W_A		GELC0569	Plate 09	D03	0	0	NE
C2_09130C_A		GELC0571	Plate 09	D04	0	0	NE
CR_10480W_A		GELC0572	Plate 09	D05	0	0	NE
C4_01350W_A		GELC0573	Plate 09	D06	0	0	NE
C7_03290C_A		GELC0574	Plate 09	D07	0	0	NE
C4_01000C_A		GELC0576	Plate 09	D08	0	0	NE
C4_00120W_A		GELC0577	Plate 09	D09	0	0	NE
C4_00130W_A		GELC0578	Plate 09	D10	0	0	NE
C1_03190C_A		GELC0579	Plate 09	D11	0	0	NE
C1_04190C_A		GELC0580	Plate 09	D12	0	0	NE
C3_02450W_A		GELC0587	Plate 09	E01	0	0	NE
C2_10530C_A		GELC0599	Plate 09	E02	0	0	NE
C7_02220C_A		GELC0600	Plate 09	E03	0	0	NE
C2_07210C_A		GELC0601	Plate 09	E04	0	0	NE
C2_06670C_A		GELC0603	Plate 09	E05	0	0	NE
C2_10700C_A		GELC0604	Plate 09	E06	0	0	NE
C1_14010W_A		GELC0605	Plate 09	E07	0	0	NE
C3_03850C_A		GELC0606	Plate 09	E08	0	0	NE
C6_03920W_A		GELC0607	Plate 09	E09	0	0	NE
C3_02100W_A		GELC0608	Plate 09	E10	0	0	NE
C1_06360W_A		GELC0609	Plate 09	E11	0	0	NE
C1_10950C_A		GELC0610	Plate 09	E12	0	0	NE
C3_02720W_A		GELC0611	Plate 09	F01	0	0	NE
C2_08860W_A		GELC0612	Plate 09	F02	0	0	NE
C4_03930C_A		GELC0617	Plate 09	F03	0	0	NE
C3_04710W_A		GELC1008	Plate 09	F04	0	0	NE
C3_05200W_A		GELC1011	Plate 09	F05	0	4	E
C4_05590W_A		GELC1070	Plate 09	F06	0	0	NE
C6_01200W_A		GELC1082	Plate 09	F07	0	0	NE
C4_03590C_A		GELC1083	Plate 09	F08	0	0	NE
C4_03560W_A		GELC1084	Plate 09	F09	0	0	NE
C4_03530W_A		GELC1085	Plate 09	F10	0	0	NE
C1_03950C_A		GELC1181	Plate 09	F11	0	0	NE
C2_06600W_A		GELC1425	Plate 09	F12	0	0	NE
C2_04290W_A		GELC1467	Plate 09	G01	0	0	NE
C4_02160C_A		GELC1468	Plate 09	G02	0	0	NE
C1_00940W_A		GELC1470	Plate 09	G03	0	3	E
C1_03030W_A		GELC1474	Plate 09	G04	0	4	E
C1_03110W_A		GELC1475	Plate 09	G05	0	4	E
C1_04610W_A		GELC1477	Plate 09	G06	0	0	NE
C1_05720W_A		GELC1479	Plate 09	G07	0	4	E
C1_10390C_A		GELC1487	Plate 09	G08	0	4	E
C1_10870W_A		GELC1488	Plate 09	G09	0	4	E
C1_11360W_A		GELC1492	Plate 09	G10	0	3.25	E
C2_05710C_A		GELC1504	Plate 09	G11	0	4	E
C2_06650C_A		GELC1506	Plate 09	G12	0	0	NE
C3_05370C_A		GELC1510	Plate 09	H01	0	4	E
C4_01700C_A		GELC1513	Plate 09	H02	0	4	E
C4_04480C_A		GELC1516	Plate 09	H03	0	0	NE
C4_04900W_A		GELC1517	Plate 09	H04	0	4	E
C5_00370W_A		GELC1519	Plate 09	H05	0	2.75	E
C5_04590C_A		GELC1525	Plate 09	H06	0	4	E
C6_00650C_A		GELC1527	Plate 09	H07	0	4	E
C6_01700W_A		GELC1530	Plate 09	H08	0	4	E
C7_00710W_A		GELC1532	Plate 09	H09	0	4	E
C7_00960W_A		GELC1535	Plate 09	H10	0	4	E
CR_03770C_A		GELC1540	Plate 09	H11	0	4	E
C3_07420W_A		GELC1650	Plate 09	H12	0	0	NE
	CaLC3365 Wild type HIS+		Plate 10	A01			
	CaLC6106 Wild type HIS-		Plate 10	A02			
	tetO-BRC1 Nonessential control		Plate 10	A03			
	tetO-HSP90 Essential control		Plate 10	A04			
C2_01830W_A		GELC0006	Plate 10	A05	0.5	4	E
C3_02110W_A		GELC0007	Plate 10	A06	0	3	E
C1_00180W_A		GELC0010	Plate 10	A07	0	4	E
C2_02310W_A		GELC0027	Plate 10	A08	0	0	NE
C1_13700W_A		GELC0051	Plate 10	A09	0	4	E
	Empty		Plate 10	A10			
	Empty		Plate 10	A11			
C2_03810C_A		GELC0062	Plate 10	A12	0	4	E
C3_00090W_A		GELC0074	Plate 10	B01	0	4	E
C3_04670C_A		GELC0080	Plate 10	B02	0	4	E
C3_05100C_A		GELC0082	Plate 10	B03	0	4	E
C4_01270W_A		GELC0095	Plate 10	B04	0	4	E
C4_01520C_A		GELC0096	Plate 10	B05	0	4	E
C4_03270W_A		GELC0099	Plate 10	B06	0	0	NE
C2_09380W_A		GELC0186	Plate 10	B07	0	3	E
C4_04220W_A		GELC0239	Plate 10	B08	0	2	GD
C1_06100C_A		GELC0383	Plate 10	B09	0	3.5	E
C6_01970C_A		GELC0387	Plate 10	B10	0	4	E
CR_07510W_A		GELC0390	Plate 10	B11	0	4	E
C2_08760C_A		GELC0442	Plate 10	B12	0	2.75	E
C6_01610W_A		GELC0446	Plate 10	C01	0	3	E
CR_06160C_A		GELC0626	Plate 10	C02	0	2	GD
CR_02700W_A		GELC0629	Plate 10	C03	0	0	NE
CR_08090W_A		GELC0919	Plate 10	C04	0	2.5	E
C1_03220C_A		GELC1098	Plate 10	C05	0	0.75	GD
C1_06460C_A		GELC1193	Plate 10	C06	0	0.5	GD
C3_02320W_A		GELC1324	Plate 10	C07	0	3	E
C1_06470W_A		GELC1481	Plate 10	C08	0	0.25	GD
C1_10100C_A		GELC1486	Plate 10	C09	0	1.5	GD
C1_12390C_A		GELC1493	Plate 10	C10	0	4	E
C1_13050W_A		GELC1494	Plate 10	C11	0	4	E
C1_14090W_A		GELC1496	Plate 10	C12	0	3	E
C2_01610C_A		GELC1498	Plate 10	D01	0	4	E
C2_03960W_A		GELC1501	Plate 10	D02	0	4	E
C2_05410W_A		GELC1502	Plate 10	D03	0	1.25	GD
C2_05610C_A		GELC1503	Plate 10	D04	0	4	E
C2_06240W_A		GELC1505	Plate 10	D05	0	4	E
CR_07630C_A		GELC1542	Plate 10	D06	0	4	E
CR_08010W_A		GELC1543	Plate 10	D07	0	3.5	E
C2_06810C_A		GELC1574	Plate 10	D08	0	4	E
CR_05050W_A		GELC1653	Plate 10	D09	0	4	E
C3_07750W_A		GELC1655	Plate 10	D10	0	3.25	E
C3_06870W_A		GELC1657	Plate 10	D11	0.25	4	E
CR_03830C_A		GELC1658	Plate 10	D12	0	4	E
C2_04020C_A		GELC1661	Plate 10	E01	0	0	NE
C2_05530C_A		GELC1663	Plate 10	E02	0	0	NE
C2_09740W_A		GELC1664	Plate 10	E03	0	4	E
C4_01050C_A		GELC1666	Plate 10	E04	0	4	E
C1_04180W_A		GELC1667	Plate 10	E05	0	0.5	GD
C4_01710C_A		GELC1668	Plate 10	E06	0	0	NE
CR_04100C_A		GELC1669	Plate 10	E07	0	4	E
C1_03020C_A		GELC1670	Plate 10	E08	0	4	E
C2_01710W_A		GELC1683	Plate 10	E09	0	0.5	GD
C4_04910C_A		GELC1684	Plate 10	E10	0	0	NE
C5_00770C_A		GRACE10D3	Plate 10	E11	0	4	E
C1_02640C_A		GRACE18C11	Plate 10	E12	0	0.75	GD
C2_05680W_A		GRACE10D5	Plate 10	F01	0	0	NE
CR_06000W_A		GELC0602	Plate 10	F02	0	0	NE
C1_11060C_A		GELC1491	Plate 10	G07	0	4	E
C5_03540C_A		GELC1523	Plate 10	G08	0	0	NE
C5_04080C_A		GELC1524	Plate 10	G09	0	0	NE
C4_06720W_A		GELC1652	Plate 10	G10	0	4	E
C1_05780W_A		GELC1660	Plate 10	G11	0	0.5	GD
C2_05190W_A		GELC1742	Plate 10	G12	0	0	NE
C2_00220C_A		GELC1743	Plate 10	H01	0	0	NE
C3_02470C_A		GELC1745	Plate 10	H02	0	4	E
C2_04600C_A		GELC1747	Plate 10	H03	0	3.5	E
CR_07420W_A		GELC1749	Plate 10	H04	0	0.75	GD